filename,label
Abra\Abra_Shiny_16.png,Abra
Abra\Abra_Shiny_17.png,Abra
Abra\Abra_Shiny_18.png,Abra
Abra\Abra_Shiny_19.png,Abra
Abra\Abra_Shiny_20.png,Abra
Abra\Abra_Shiny_21.png,Abra
Abra\Abra_Shiny_22.png,Abra
Abra\Abra_Shiny_23.png,Abra
Abra\Abra_Shiny_24.png,Abra
Abra\Abra_Shiny_25.png,Abra
Abra\Abra_Shiny_26.png,Abra
Abra\Abra_Shiny_27.png,Abra
Abra\Abra_Shiny_28.png,Abra
Abra\Abra_Shiny_29.png,Abra
Abra\Abra_Shiny_30.png,Abra
Abra\Abra_Shiny_31.png,Abra
Abra\Abra_Shiny_32.png,Abra
Abra\Abra_Shiny_33.png,Abra
Abra\Abra_Shiny_34.png,Abra
Abra\Abra_Shiny_35.png,Abra
Abra\Abra_Shiny_36.png,Abra
Abra\Abra_Shiny_37.png,Abra
Abra\Abra_Shiny_38.png,Abra
Abra\Abra_Shiny_39.png,Abra
Abra\Abra_Shiny_40.png,Abra
Abra\Abra_Shiny_41.png,Abra
Abra\Abra_Shiny_42.png,Abra
Abra\Abra_Shiny_43.png,Abra
Abra\Abra_Shiny_44.png,Abra
Abra\Abra_Shiny_45.png,Abra
Abra\Abra_Shiny_46.png,Abra
Abra\Abra_Shiny_47.png,Abra
Abra\Abra_Shiny_48.png,Abra
Abra\Abra_Shiny_49.png,Abra
Abra\Abra_Shiny_50.png,Abra
Abra\Abra_Shiny_51.png,Abra
Abra\Abra_Shiny_52.png,Abra
Abra\Abra_Shiny_53.png,Abra
Abra\Abra_Shiny_54.png,Abra
Abra\Abra_Shiny_55.png,Abra
Abra\Abra_Shiny_56.png,Abra
Abra\Abra_Shiny_57.png,Abra
Abra\Abra_Shiny_58.png,Abra
Abra\Abra_Shiny_59.png,Abra
Abra\Abra_Shiny_60.png,Abra
Abra\Abra_Shiny_61.png,Abra
Abra\Abra_Shiny_62.png,Abra
Abra\Abra_Shiny_63.png,Abra
Abra\Abra_Shiny_64.png,Abra
Abra\Abra_Shiny_65.png,Abra
Abra\Abra_Shiny_66.png,Abra
Abra\Abra_Shiny_67.png,Abra
Abra\Abra_Shiny_68.png,Abra
Abra\Abra_Shiny_69.png,Abra
Bellsprout\Bellsprout_0.png,Bellsprout
Bellsprout\Bellsprout_1.png,Bellsprout
Bellsprout\Bellsprout_2.png,Bellsprout
Bellsprout\Bellsprout_3.png,Bellsprout
Bellsprout\Bellsprout_4.png,Bellsprout
Bellsprout\Bellsprout_5.png,Bellsprout
Bellsprout\Bellsprout_6.png,Bellsprout
Bellsprout\Bellsprout_7.png,Bellsprout
Bellsprout\Bellsprout_8.png,Bellsprout
Bellsprout\Bellsprout_9.png,Bellsprout
Bellsprout\Bellsprout_10.png,Bellsprout
Bellsprout\Bellsprout_11.png,Bellsprout
Bellsprout\Bellsprout_12.png,Bellsprout
Bellsprout\Bellsprout_13.png,Bellsprout
Bellsprout\Bellsprout_14.png,Bellsprout
Bellsprout\Bellsprout_15.png,Bellsprout
Bellsprout\Bellsprout_16.png,Bellsprout
Bellsprout\Bellsprout_17.png,Bellsprout
Bellsprout\Bellsprout_18.png,Bellsprout
Bellsprout\Bellsprout_19.png,Bellsprout
Bellsprout\Bellsprout_20.png,Bellsprout
Bellsprout\Bellsprout_21.png,Bellsprout
Bellsprout\Bellsprout_22.png,Bellsprout
Bellsprout\Bellsprout_23.png,Bellsprout
Bellsprout\Bellsprout_24.png,Bellsprout
Bellsprout\Bellsprout_25.png,Bellsprout
Bellsprout\Bellsprout_26.png,Bellsprout
Bellsprout\Bellsprout_27.png,Bellsprout
Bellsprout\Bellsprout_28.png,Bellsprout
Bellsprout\Bellsprout_29.png,Bellsprout
Bellsprout\Bellsprout_30.png,Bellsprout
Bellsprout\Bellsprout_31.png,Bellsprout
Bellsprout\Bellsprout_32.png,Bellsprout
Bellsprout\Bellsprout_33.png,Bellsprout
Bellsprout\Bellsprout_34.png,Bellsprout
Bellsprout\Bellsprout_35.png,Bellsprout
Bellsprout\Bellsprout_36.png,Bellsprout
Bellsprout\Bellsprout_37.png,Bellsprout
Bellsprout\Bellsprout_38.png,Bellsprout
Bellsprout\Bellsprout_39.png,Bellsprout
Bellsprout\Bellsprout_40.png,Bellsprout
Bellsprout\Bellsprout_41.png,Bellsprout
Bellsprout\Bellsprout_42.png,Bellsprout
Bellsprout\Bellsprout_43.png,Bellsprout
Bellsprout\Bellsprout_44.png,Bellsprout
Bellsprout\Bellsprout_45.png,Bellsprout
Bellsprout\Bellsprout_46.png,Bellsprout
Bellsprout\Bellsprout_47.png,Bellsprout
Bellsprout\Bellsprout_48.png,Bellsprout
Bellsprout\Bellsprout_49.png,Bellsprout
Bellsprout\Bellsprout_50.png,Bellsprout
Bellsprout\Bellsprout_51.png,Bellsprout
Bellsprout\Bellsprout_52.png,Bellsprout
Bellsprout\Bellsprout_53.png,Bellsprout
Bellsprout\Bellsprout_54.png,Bellsprout
Bellsprout\Bellsprout_55.png,Bellsprout
Bellsprout\Bellsprout_56.png,Bellsprout
Bellsprout\Bellsprout_57.png,Bellsprout
Bellsprout\Bellsprout_58.png,Bellsprout
Bellsprout\Bellsprout_59.png,Bellsprout
Bellsprout\Bellsprout_60.png,Bellsprout
Bellsprout\Bellsprout_61.png,Bellsprout
Bellsprout\Bellsprout_62.png,Bellsprout
Bellsprout\Bellsprout_63.png,Bellsprout
Bellsprout\Bellsprout_64.png,Bellsprout
Bellsprout\Bellsprout_65.png,Bellsprout
Bellsprout\Bellsprout_66.png,Bellsprout
Bellsprout\Bellsprout_67.png,Bellsprout
Bellsprout\Bellsprout_68.png,Bellsprout
Bellsprout\Bellsprout_69.png,Bellsprout
Bellsprout\Bellsprout_Shiny_0.png,Bellsprout
Bellsprout\Bellsprout_Shiny_1.png,Bellsprout
Bellsprout\Bellsprout_Shiny_2.png,Bellsprout
Bellsprout\Bellsprout_Shiny_3.png,Bellsprout
Bellsprout\Bellsprout_Shiny_4.png,Bellsprout
Bellsprout\Bellsprout_Shiny_5.png,Bellsprout
Bellsprout\Bellsprout_Shiny_6.png,Bellsprout
Bellsprout\Bellsprout_Shiny_7.png,Bellsprout
Bellsprout\Bellsprout_Shiny_8.png,Bellsprout
Bellsprout\Bellsprout_Shiny_9.png,Bellsprout
Bellsprout\Bellsprout_Shiny_10.png,Bellsprout
Bellsprout\Bellsprout_Shiny_11.png,Bellsprout
Bellsprout\Bellsprout_Shiny_12.png,Bellsprout
Bellsprout\Bellsprout_Shiny_13.png,Bellsprout
Bellsprout\Bellsprout_Shiny_14.png,Bellsprout
Bellsprout\Bellsprout_Shiny_15.png,Bellsprout
Bellsprout\Bellsprout_Shiny_16.png,Bellsprout
Bellsprout\Bellsprout_Shiny_17.png,Bellsprout
Bellsprout\Bellsprout_Shiny_18.png,Bellsprout
Bellsprout\Bellsprout_Shiny_19.png,Bellsprout
Bellsprout\Bellsprout_Shiny_20.png,Bellsprout
Bellsprout\Bellsprout_Shiny_21.png,Bellsprout
Bellsprout\Bellsprout_Shiny_22.png,Bellsprout
Bellsprout\Bellsprout_Shiny_23.png,Bellsprout
Bellsprout\Bellsprout_Shiny_24.png,Bellsprout
Bellsprout\Bellsprout_Shiny_25.png,Bellsprout
Bellsprout\Bellsprout_Shiny_26.png,Bellsprout
Bellsprout\Bellsprout_Shiny_27.png,Bellsprout
Bellsprout\Bellsprout_Shiny_28.png,Bellsprout
Bellsprout\Bellsprout_Shiny_29.png,Bellsprout
Bellsprout\Bellsprout_Shiny_30.png,Bellsprout
Bellsprout\Bellsprout_Shiny_31.png,Bellsprout
Bellsprout\Bellsprout_Shiny_32.png,Bellsprout
Bellsprout\Bellsprout_Shiny_33.png,Bellsprout
Bellsprout\Bellsprout_Shiny_34.png,Bellsprout
Bellsprout\Bellsprout_Shiny_35.png,Bellsprout
Bellsprout\Bellsprout_Shiny_36.png,Bellsprout
Bellsprout\Bellsprout_Shiny_37.png,Bellsprout
Bellsprout\Bellsprout_Shiny_38.png,Bellsprout
Bellsprout\Bellsprout_Shiny_39.png,Bellsprout
Bellsprout\Bellsprout_Shiny_40.png,Bellsprout
Bellsprout\Bellsprout_Shiny_41.png,Bellsprout
Bellsprout\Bellsprout_Shiny_42.png,Bellsprout
Bellsprout\Bellsprout_Shiny_43.png,Bellsprout
Bellsprout\Bellsprout_Shiny_44.png,Bellsprout
Bellsprout\Bellsprout_Shiny_45.png,Bellsprout
Bellsprout\Bellsprout_Shiny_46.png,Bellsprout
Bellsprout\Bellsprout_Shiny_47.png,Bellsprout
Bellsprout\Bellsprout_Shiny_48.png,Bellsprout
Bellsprout\Bellsprout_Shiny_49.png,Bellsprout
Bellsprout\Bellsprout_Shiny_50.png,Bellsprout
Bellsprout\Bellsprout_Shiny_51.png,Bellsprout
Bellsprout\Bellsprout_Shiny_52.png,Bellsprout
Bellsprout\Bellsprout_Shiny_53.png,Bellsprout
Bellsprout\Bellsprout_Shiny_54.png,Bellsprout
Bellsprout\Bellsprout_Shiny_55.png,Bellsprout
Bellsprout\Bellsprout_Shiny_56.png,Bellsprout
Bellsprout\Bellsprout_Shiny_57.png,Bellsprout
Bellsprout\Bellsprout_Shiny_58.png,Bellsprout
Bellsprout\Bellsprout_Shiny_59.png,Bellsprout
Bellsprout\Bellsprout_Shiny_60.png,Bellsprout
Bellsprout\Bellsprout_Shiny_61.png,Bellsprout
Bellsprout\Bellsprout_Shiny_62.png,Bellsprout
Bellsprout\Bellsprout_Shiny_63.png,Bellsprout
Bellsprout\Bellsprout_Shiny_64.png,Bellsprout
Bellsprout\Bellsprout_Shiny_65.png,Bellsprout
Bellsprout\Bellsprout_Shiny_66.png,Bellsprout
Bellsprout\Bellsprout_Shiny_67.png,Bellsprout
Bellsprout\Bellsprout_Shiny_68.png,Bellsprout
Bellsprout\Bellsprout_Shiny_69.png,Bellsprout
Caterpie\Caterpie_0.png,Caterpie
Caterpie\Caterpie_1.png,Caterpie
Caterpie\Caterpie_2.png,Caterpie
Caterpie\Caterpie_3.png,Caterpie
Caterpie\Caterpie_4.png,Caterpie
Caterpie\Caterpie_5.png,Caterpie
Caterpie\Caterpie_6.png,Caterpie
Caterpie\Caterpie_7.png,Caterpie
Caterpie\Caterpie_8.png,Caterpie
Caterpie\Caterpie_9.png,Caterpie
Caterpie\Caterpie_10.png,Caterpie
Caterpie\Caterpie_11.png,Caterpie
Caterpie\Caterpie_12.png,Caterpie
Caterpie\Caterpie_13.png,Caterpie
Caterpie\Caterpie_14.png,Caterpie
Caterpie\Caterpie_15.png,Caterpie
Caterpie\Caterpie_16.png,Caterpie
Caterpie\Caterpie_17.png,Caterpie
Caterpie\Caterpie_18.png,Caterpie
Caterpie\Caterpie_19.png,Caterpie
Caterpie\Caterpie_20.png,Caterpie
Caterpie\Caterpie_21.png,Caterpie
Caterpie\Caterpie_22.png,Caterpie
Caterpie\Caterpie_23.png,Caterpie
Caterpie\Caterpie_24.png,Caterpie
Caterpie\Caterpie_25.png,Caterpie
Caterpie\Caterpie_26.png,Caterpie
Caterpie\Caterpie_27.png,Caterpie
Caterpie\Caterpie_28.png,Caterpie
Caterpie\Caterpie_29.png,Caterpie
Caterpie\Caterpie_30.png,Caterpie
Caterpie\Caterpie_31.png,Caterpie
Caterpie\Caterpie_32.png,Caterpie
Caterpie\Caterpie_33.png,Caterpie
Caterpie\Caterpie_34.png,Caterpie
Caterpie\Caterpie_35.png,Caterpie
Caterpie\Caterpie_36.png,Caterpie
Caterpie\Caterpie_37.png,Caterpie
Caterpie\Caterpie_38.png,Caterpie
Caterpie\Caterpie_39.png,Caterpie
Caterpie\Caterpie_40.png,Caterpie
Caterpie\Caterpie_41.png,Caterpie
Caterpie\Caterpie_42.png,Caterpie
Caterpie\Caterpie_43.png,Caterpie
Caterpie\Caterpie_44.png,Caterpie
Caterpie\Caterpie_45.png,Caterpie
Caterpie\Caterpie_46.png,Caterpie
Caterpie\Caterpie_47.png,Caterpie
Caterpie\Caterpie_48.png,Caterpie
Caterpie\Caterpie_49.png,Caterpie
Caterpie\Caterpie_50.png,Caterpie
Caterpie\Caterpie_51.png,Caterpie
Caterpie\Caterpie_52.png,Caterpie
Caterpie\Caterpie_53.png,Caterpie
Caterpie\Caterpie_54.png,Caterpie
Caterpie\Caterpie_55.png,Caterpie
Caterpie\Caterpie_56.png,Caterpie
Caterpie\Caterpie_57.png,Caterpie
Caterpie\Caterpie_58.png,Caterpie
Caterpie\Caterpie_59.png,Caterpie
Caterpie\Caterpie_60.png,Caterpie
Caterpie\Caterpie_61.png,Caterpie
Caterpie\Caterpie_62.png,Caterpie
Caterpie\Caterpie_63.png,Caterpie
Caterpie\Caterpie_64.png,Caterpie
Caterpie\Caterpie_65.png,Caterpie
Caterpie\Caterpie_66.png,Caterpie
Caterpie\Caterpie_67.png,Caterpie
Caterpie\Caterpie_68.png,Caterpie
Caterpie\Caterpie_69.png,Caterpie
Caterpie\Caterpie_Shiny_0.png,Caterpie
Caterpie\Caterpie_Shiny_1.png,Caterpie
Caterpie\Caterpie_Shiny_2.png,Caterpie
Caterpie\Caterpie_Shiny_3.png,Caterpie
Caterpie\Caterpie_Shiny_4.png,Caterpie
Caterpie\Caterpie_Shiny_5.png,Caterpie
Caterpie\Caterpie_Shiny_6.png,Caterpie
Caterpie\Caterpie_Shiny_7.png,Caterpie
Caterpie\Caterpie_Shiny_8.png,Caterpie
Caterpie\Caterpie_Shiny_9.png,Caterpie
Caterpie\Caterpie_Shiny_10.png,Caterpie
Caterpie\Caterpie_Shiny_11.png,Caterpie
Caterpie\Caterpie_Shiny_12.png,Caterpie
Caterpie\Caterpie_Shiny_13.png,Caterpie
Caterpie\Caterpie_Shiny_14.png,Caterpie
Caterpie\Caterpie_Shiny_15.png,Caterpie
Caterpie\Caterpie_Shiny_16.png,Caterpie
Caterpie\Caterpie_Shiny_17.png,Caterpie
Caterpie\Caterpie_Shiny_18.png,Caterpie
Caterpie\Caterpie_Shiny_19.png,Caterpie
Caterpie\Caterpie_Shiny_20.png,Caterpie
Caterpie\Caterpie_Shiny_21.png,Caterpie
Caterpie\Caterpie_Shiny_22.png,Caterpie
Caterpie\Caterpie_Shiny_23.png,Caterpie
Caterpie\Caterpie_Shiny_24.png,Caterpie
Caterpie\Caterpie_Shiny_25.png,Caterpie
Caterpie\Caterpie_Shiny_26.png,Caterpie
Caterpie\Caterpie_Shiny_27.png,Caterpie
Caterpie\Caterpie_Shiny_28.png,Caterpie
Caterpie\Caterpie_Shiny_29.png,Caterpie
Caterpie\Caterpie_Shiny_30.png,Caterpie
Caterpie\Caterpie_Shiny_31.png,Caterpie
Caterpie\Caterpie_Shiny_32.png,Caterpie
Caterpie\Caterpie_Shiny_33.png,Caterpie
Caterpie\Caterpie_Shiny_34.png,Caterpie
Caterpie\Caterpie_Shiny_35.png,Caterpie
Caterpie\Caterpie_Shiny_36.png,Caterpie
Caterpie\Caterpie_Shiny_37.png,Caterpie
Caterpie\Caterpie_Shiny_38.png,Caterpie
Caterpie\Caterpie_Shiny_39.png,Caterpie
Caterpie\Caterpie_Shiny_40.png,Caterpie
Caterpie\Caterpie_Shiny_41.png,Caterpie
Caterpie\Caterpie_Shiny_42.png,Caterpie
Caterpie\Caterpie_Shiny_43.png,Caterpie
Caterpie\Caterpie_Shiny_44.png,Caterpie
Caterpie\Caterpie_Shiny_45.png,Caterpie
Caterpie\Caterpie_Shiny_46.png,Caterpie
Caterpie\Caterpie_Shiny_47.png,Caterpie
Caterpie\Caterpie_Shiny_48.png,Caterpie
Caterpie\Caterpie_Shiny_49.png,Caterpie
Caterpie\Caterpie_Shiny_50.png,Caterpie
Caterpie\Caterpie_Shiny_51.png,Caterpie
Caterpie\Caterpie_Shiny_52.png,Caterpie
Caterpie\Caterpie_Shiny_53.png,Caterpie
Caterpie\Caterpie_Shiny_54.png,Caterpie
Caterpie\Caterpie_Shiny_55.png,Caterpie
Caterpie\Caterpie_Shiny_56.png,Caterpie
Caterpie\Caterpie_Shiny_57.png,Caterpie
Caterpie\Caterpie_Shiny_58.png,Caterpie
Caterpie\Caterpie_Shiny_59.png,Caterpie
Caterpie\Caterpie_Shiny_60.png,Caterpie
Caterpie\Caterpie_Shiny_61.png,Caterpie
Caterpie\Caterpie_Shiny_62.png,Caterpie
Caterpie\Caterpie_Shiny_63.png,Caterpie
Caterpie\Caterpie_Shiny_64.png,Caterpie
Caterpie\Caterpie_Shiny_65.png,Caterpie
Caterpie\Caterpie_Shiny_66.png,Caterpie
Caterpie\Caterpie_Shiny_67.png,Caterpie
Caterpie\Caterpie_Shiny_68.png,Caterpie
Caterpie\Caterpie_Shiny_69.png,Caterpie
Clefairy\Clefairy_0.png,Clefairy
Clefairy\Clefairy_1.png,Clefairy
Clefairy\Clefairy_2.png,Clefairy
Clefairy\Clefairy_3.png,Clefairy
Clefairy\Clefairy_4.png,Clefairy
Clefairy\Clefairy_5.png,Clefairy
Clefairy\Clefairy_6.png,Clefairy
Clefairy\Clefairy_7.png,Clefairy
Clefairy\Clefairy_8.png,Clefairy
Clefairy\Clefairy_9.png,Clefairy
Clefairy\Clefairy_10.png,Clefairy
Clefairy\Clefairy_11.png,Clefairy
Clefairy\Clefairy_12.png,Clefairy
Clefairy\Clefairy_13.png,Clefairy
Clefairy\Clefairy_14.png,Clefairy
Clefairy\Clefairy_15.png,Clefairy
Clefairy\Clefairy_16.png,Clefairy
Clefairy\Clefairy_17.png,Clefairy
Clefairy\Clefairy_18.png,Clefairy
Clefairy\Clefairy_19.png,Clefairy
Clefairy\Clefairy_20.png,Clefairy
Clefairy\Clefairy_21.png,Clefairy
Clefairy\Clefairy_22.png,Clefairy
Clefairy\Clefairy_23.png,Clefairy
Clefairy\Clefairy_24.png,Clefairy
Clefairy\Clefairy_25.png,Clefairy
Clefairy\Clefairy_26.png,Clefairy
Clefairy\Clefairy_27.png,Clefairy
Clefairy\Clefairy_28.png,Clefairy
Clefairy\Clefairy_29.png,Clefairy
Clefairy\Clefairy_30.png,Clefairy
Clefairy\Clefairy_31.png,Clefairy
Clefairy\Clefairy_32.png,Clefairy
Clefairy\Clefairy_33.png,Clefairy
Clefairy\Clefairy_34.png,Clefairy
Clefairy\Clefairy_35.png,Clefairy
Clefairy\Clefairy_36.png,Clefairy
Clefairy\Clefairy_37.png,Clefairy
Clefairy\Clefairy_38.png,Clefairy
Clefairy\Clefairy_39.png,Clefairy
Clefairy\Clefairy_40.png,Clefairy
Clefairy\Clefairy_41.png,Clefairy
Clefairy\Clefairy_42.png,Clefairy
Clefairy\Clefairy_43.png,Clefairy
Clefairy\Clefairy_44.png,Clefairy
Clefairy\Clefairy_45.png,Clefairy
Clefairy\Clefairy_46.png,Clefairy
Clefairy\Clefairy_47.png,Clefairy
Clefairy\Clefairy_48.png,Clefairy
Clefairy\Clefairy_49.png,Clefairy
Clefairy\Clefairy_50.png,Clefairy
Clefairy\Clefairy_51.png,Clefairy
Clefairy\Clefairy_52.png,Clefairy
Clefairy\Clefairy_53.png,Clefairy
Clefairy\Clefairy_54.png,Clefairy
Clefairy\Clefairy_55.png,Clefairy
Clefairy\Clefairy_56.png,Clefairy
Clefairy\Clefairy_57.png,Clefairy
Clefairy\Clefairy_58.png,Clefairy
Clefairy\Clefairy_59.png,Clefairy
Clefairy\Clefairy_60.png,Clefairy
Clefairy\Clefairy_61.png,Clefairy
Clefairy\Clefairy_62.png,Clefairy
Clefairy\Clefairy_63.png,Clefairy
Clefairy\Clefairy_64.png,Clefairy
Clefairy\Clefairy_65.png,Clefairy
Clefairy\Clefairy_66.png,Clefairy
Clefairy\Clefairy_67.png,Clefairy
Clefairy\Clefairy_68.png,Clefairy
Clefairy\Clefairy_69.png,Clefairy
Clefairy\Clefairy_Shiny_0.png,Clefairy
Clefairy\Clefairy_Shiny_1.png,Clefairy
Clefairy\Clefairy_Shiny_2.png,Clefairy
Clefairy\Clefairy_Shiny_3.png,Clefairy
Clefairy\Clefairy_Shiny_4.png,Clefairy
Clefairy\Clefairy_Shiny_5.png,Clefairy
Clefairy\Clefairy_Shiny_6.png,Clefairy
Clefairy\Clefairy_Shiny_7.png,Clefairy
Clefairy\Clefairy_Shiny_8.png,Clefairy
Clefairy\Clefairy_Shiny_9.png,Clefairy
Clefairy\Clefairy_Shiny_10.png,Clefairy
Clefairy\Clefairy_Shiny_11.png,Clefairy
Clefairy\Clefairy_Shiny_12.png,Clefairy
Clefairy\Clefairy_Shiny_13.png,Clefairy
Clefairy\Clefairy_Shiny_14.png,Clefairy
Clefairy\Clefairy_Shiny_15.png,Clefairy
Clefairy\Clefairy_Shiny_16.png,Clefairy
Clefairy\Clefairy_Shiny_17.png,Clefairy
Clefairy\Clefairy_Shiny_18.png,Clefairy
Clefairy\Clefairy_Shiny_19.png,Clefairy
Clefairy\Clefairy_Shiny_20.png,Clefairy
Clefairy\Clefairy_Shiny_21.png,Clefairy
Clefairy\Clefairy_Shiny_22.png,Clefairy
Clefairy\Clefairy_Shiny_23.png,Clefairy
Clefairy\Clefairy_Shiny_24.png,Clefairy
Clefairy\Clefairy_Shiny_25.png,Clefairy
Clefairy\Clefairy_Shiny_26.png,Clefairy
Clefairy\Clefairy_Shiny_27.png,Clefairy
Clefairy\Clefairy_Shiny_28.png,Clefairy
Clefairy\Clefairy_Shiny_29.png,Clefairy
Clefairy\Clefairy_Shiny_30.png,Clefairy
Clefairy\Clefairy_Shiny_31.png,Clefairy
Clefairy\Clefairy_Shiny_32.png,Clefairy
Clefairy\Clefairy_Shiny_33.png,Clefairy
Clefairy\Clefairy_Shiny_34.png,Clefairy
Clefairy\Clefairy_Shiny_35.png,Clefairy
Clefairy\Clefairy_Shiny_36.png,Clefairy
Clefairy\Clefairy_Shiny_37.png,Clefairy
Clefairy\Clefairy_Shiny_38.png,Clefairy
Clefairy\Clefairy_Shiny_39.png,Clefairy
Clefairy\Clefairy_Shiny_40.png,Clefairy
Clefairy\Clefairy_Shiny_41.png,Clefairy
Clefairy\Clefairy_Shiny_42.png,Clefairy
Clefairy\Clefairy_Shiny_43.png,Clefairy
Clefairy\Clefairy_Shiny_44.png,Clefairy
Clefairy\Clefairy_Shiny_45.png,Clefairy
Clefairy\Clefairy_Shiny_46.png,Clefairy
Clefairy\Clefairy_Shiny_47.png,Clefairy
Clefairy\Clefairy_Shiny_48.png,Clefairy
Clefairy\Clefairy_Shiny_49.png,Clefairy
Clefairy\Clefairy_Shiny_50.png,Clefairy
Clefairy\Clefairy_Shiny_51.png,Clefairy
Clefairy\Clefairy_Shiny_52.png,Clefairy
Clefairy\Clefairy_Shiny_53.png,Clefairy
Clefairy\Clefairy_Shiny_54.png,Clefairy
Clefairy\Clefairy_Shiny_55.png,Clefairy
Clefairy\Clefairy_Shiny_56.png,Clefairy
Clefairy\Clefairy_Shiny_57.png,Clefairy
Clefairy\Clefairy_Shiny_58.png,Clefairy
Clefairy\Clefairy_Shiny_59.png,Clefairy
Clefairy\Clefairy_Shiny_60.png,Clefairy
Clefairy\Clefairy_Shiny_61.png,Clefairy
Clefairy\Clefairy_Shiny_62.png,Clefairy
Clefairy\Clefairy_Shiny_63.png,Clefairy
Clefairy\Clefairy_Shiny_64.png,Clefairy
Clefairy\Clefairy_Shiny_65.png,Clefairy
Clefairy\Clefairy_Shiny_66.png,Clefairy
Clefairy\Clefairy_Shiny_67.png,Clefairy
Clefairy\Clefairy_Shiny_68.png,Clefairy
Clefairy\Clefairy_Shiny_69.png,Clefairy
Ditto\Ditto_0.png,Ditto
Ditto\Ditto_1.png,Ditto
Ditto\Ditto_2.png,Ditto
Ditto\Ditto_3.png,Ditto
Ditto\Ditto_4.png,Ditto
Ditto\Ditto_5.png,Ditto
Ditto\Ditto_6.png,Ditto
Ditto\Ditto_7.png,Ditto
Ditto\Ditto_8.png,Ditto
Ditto\Ditto_9.png,Ditto
Ditto\Ditto_10.png,Ditto
Ditto\Ditto_11.png,Ditto
Ditto\Ditto_12.png,Ditto
Ditto\Ditto_13.png,Ditto
Ditto\Ditto_14.png,Ditto
Ditto\Ditto_15.png,Ditto
Ditto\Ditto_16.png,Ditto
Ditto\Ditto_17.png,Ditto
Ditto\Ditto_18.png,Ditto
Ditto\Ditto_19.png,Ditto
Ditto\Ditto_20.png,Ditto
Ditto\Ditto_21.png,Ditto
Ditto\Ditto_22.png,Ditto
Ditto\Ditto_23.png,Ditto
Ditto\Ditto_24.png,Ditto
Ditto\Ditto_25.png,Ditto
Ditto\Ditto_26.png,Ditto
Ditto\Ditto_27.png,Ditto
Ditto\Ditto_28.png,Ditto
Ditto\Ditto_29.png,Ditto
Ditto\Ditto_30.png,Ditto
Ditto\Ditto_31.png,Ditto
Ditto\Ditto_32.png,Ditto
Ditto\Ditto_33.png,Ditto
Ditto\Ditto_34.png,Ditto
Ditto\Ditto_35.png,Ditto
