filename,id,shiny
Abra\Abra_61.png,Abra,0
Abra\Abra_62.png,Abra,0
Abra\Abra_63.png,Abra,0
Abra\Abra_64.png,Abra,0
Abra\Abra_65.png,Abra,0
Abra\Abra_66.png,Abra,0
Abra\Abra_67.png,Abra,0
Abra\Abra_68.png,Abra,0
Abra\Abra_69.png,Abra,0
Abra_Shiny\Abra_Shiny_0.png,Abra,1
Abra_Shiny\Abra_Shiny_1.png,Abra,1
Abra_Shiny\Abra_Shiny_2.png,Abra,1
Abra_Shiny\Abra_Shiny_3.png,Abra,1
Abra_Shiny\Abra_Shiny_4.png,Abra,1
Abra_Shiny\Abra_Shiny_5.png,Abra,1
Abra_Shiny\Abra_Shiny_6.png,Abra,1
Abra_Shiny\Abra_Shiny_7.png,Abra,1
Abra_Shiny\Abra_Shiny_8.png,Abra,1
Abra_Shiny\Abra_Shiny_9.png,Abra,1
Abra_Shiny\Abra_Shiny_10.png,Abra,1
Abra_Shiny\Abra_Shiny_11.png,Abra,1
Abra_Shiny\Abra_Shiny_12.png,Abra,1
Abra_Shiny\Abra_Shiny_13.png,Abra,1
Abra_Shiny\Abra_Shiny_14.png,Abra,1
Abra_Shiny\Abra_Shiny_15.png,Abra,1
Abra_Shiny\Abra_Shiny_16.png,Abra,1
Abra_Shiny\Abra_Shiny_17.png,Abra,1
Abra_Shiny\Abra_Shiny_18.png,Abra,1
Abra_Shiny\Abra_Shiny_19.png,Abra,1
Abra_Shiny\Abra_Shiny_20.png,Abra,1
Abra_Shiny\Abra_Shiny_21.png,Abra,1
Abra_Shiny\Abra_Shiny_22.png,Abra,1
Abra_Shiny\Abra_Shiny_23.png,Abra,1
Abra_Shiny\Abra_Shiny_24.png,Abra,1
Abra_Shiny\Abra_Shiny_25.png,Abra,1
Abra_Shiny\Abra_Shiny_26.png,Abra,1
Abra_Shiny\Abra_Shiny_27.png,Abra,1
Abra_Shiny\Abra_Shiny_28.png,Abra,1
Abra_Shiny\Abra_Shiny_29.png,Abra,1
Abra_Shiny\Abra_Shiny_30.png,Abra,1
Abra_Shiny\Abra_Shiny_31.png,Abra,1
Abra_Shiny\Abra_Shiny_32.png,Abra,1
Abra_Shiny\Abra_Shiny_33.png,Abra,1
Abra_Shiny\Abra_Shiny_34.png,Abra,1
Abra_Shiny\Abra_Shiny_35.png,Abra,1
Abra_Shiny\Abra_Shiny_36.png,Abra,1
Abra_Shiny\Abra_Shiny_37.png,Abra,1
Abra_Shiny\Abra_Shiny_38.png,Abra,1
Abra_Shiny\Abra_Shiny_39.png,Abra,1
Abra_Shiny\Abra_Shiny_40.png,Abra,1
Abra_Shiny\Abra_Shiny_41.png,Abra,1
Abra_Shiny\Abra_Shiny_42.png,Abra,1
Abra_Shiny\Abra_Shiny_43.png,Abra,1
Abra_Shiny\Abra_Shiny_44.png,Abra,1
Abra_Shiny\Abra_Shiny_45.png,Abra,1
Abra_Shiny\Abra_Shiny_46.png,Abra,1
Abra_Shiny\Abra_Shiny_47.png,Abra,1
Abra_Shiny\Abra_Shiny_48.png,Abra,1
Abra_Shiny\Abra_Shiny_49.png,Abra,1
Abra_Shiny\Abra_Shiny_50.png,Abra,1
Abra_Shiny\Abra_Shiny_51.png,Abra,1
Abra_Shiny\Abra_Shiny_52.png,Abra,1
Abra_Shiny\Abra_Shiny_53.png,Abra,1
Abra_Shiny\Abra_Shiny_54.png,Abra,1
Abra_Shiny\Abra_Shiny_55.png,Abra,1
Abra_Shiny\Abra_Shiny_56.png,Abra,1
Abra_Shiny\Abra_Shiny_57.png,Abra,1
Abra_Shiny\Abra_Shiny_58.png,Abra,1
Abra_Shiny\Abra_Shiny_59.png,Abra,1
Abra_Shiny\Abra_Shiny_60.png,Abra,1
Abra_Shiny\Abra_Shiny_61.png,Abra,1
Abra_Shiny\Abra_Shiny_62.png,Abra,1
Abra_Shiny\Abra_Shiny_63.png,Abra,1
Abra_Shiny\Abra_Shiny_64.png,Abra,1
Abra_Shiny\Abra_Shiny_65.png,Abra,1
Abra_Shiny\Abra_Shiny_66.png,Abra,1
Abra_Shiny\Abra_Shiny_67.png,Abra,1
Abra_Shiny\Abra_Shiny_68.png,Abra,1
Abra_Shiny\Abra_Shiny_69.png,Abra,1
Bellsprout\Bellsprout_0.png,Bellsprout,0
Bellsprout\Bellsprout_1.png,Bellsprout,0
Bellsprout\Bellsprout_2.png,Bellsprout,0
Bellsprout\Bellsprout_3.png,Bellsprout,0
Bellsprout\Bellsprout_4.png,Bellsprout,0
Bellsprout\Bellsprout_5.png,Bellsprout,0
Bellsprout\Bellsprout_6.png,Bellsprout,0
Bellsprout\Bellsprout_7.png,Bellsprout,0
Bellsprout\Bellsprout_8.png,Bellsprout,0
Bellsprout\Bellsprout_9.png,Bellsprout,0
Bellsprout\Bellsprout_10.png,Bellsprout,0
Bellsprout\Bellsprout_11.png,Bellsprout,0
Bellsprout\Bellsprout_12.png,Bellsprout,0
Bellsprout\Bellsprout_13.png,Bellsprout,0
Bellsprout\Bellsprout_14.png,Bellsprout,0
Bellsprout\Bellsprout_15.png,Bellsprout,0
Bellsprout\Bellsprout_16.png,Bellsprout,0
Bellsprout\Bellsprout_17.png,Bellsprout,0
Bellsprout\Bellsprout_18.png,Bellsprout,0
Bellsprout\Bellsprout_19.png,Bellsprout,0
Bellsprout\Bellsprout_20.png,Bellsprout,0
Bellsprout\Bellsprout_21.png,Bellsprout,0
Bellsprout\Bellsprout_22.png,Bellsprout,0
Bellsprout\Bellsprout_23.png,Bellsprout,0
Bellsprout\Bellsprout_24.png,Bellsprout,0
Bellsprout\Bellsprout_25.png,Bellsprout,0
Bellsprout\Bellsprout_26.png,Bellsprout,0
Bellsprout\Bellsprout_27.png,Bellsprout,0
Bellsprout\Bellsprout_28.png,Bellsprout,0
Bellsprout\Bellsprout_29.png,Bellsprout,0
Bellsprout\Bellsprout_30.png,Bellsprout,0
Bellsprout\Bellsprout_31.png,Bellsprout,0
Bellsprout\Bellsprout_32.png,Bellsprout,0
Bellsprout\Bellsprout_33.png,Bellsprout,0
Bellsprout\Bellsprout_34.png,Bellsprout,0
Bellsprout\Bellsprout_35.png,Bellsprout,0
Bellsprout\Bellsprout_36.png,Bellsprout,0
Bellsprout\Bellsprout_37.png,Bellsprout,0
Bellsprout\Bellsprout_38.png,Bellsprout,0
Bellsprout\Bellsprout_39.png,Bellsprout,0
Bellsprout\Bellsprout_40.png,Bellsprout,0
Bellsprout\Bellsprout_41.png,Bellsprout,0
Bellsprout\Bellsprout_42.png,Bellsprout,0
Bellsprout\Bellsprout_43.png,Bellsprout,0
Bellsprout\Bellsprout_44.png,Bellsprout,0
Bellsprout\Bellsprout_45.png,Bellsprout,0
Bellsprout\Bellsprout_46.png,Bellsprout,0
Bellsprout\Bellsprout_47.png,Bellsprout,0
Bellsprout\Bellsprout_48.png,Bellsprout,0
Bellsprout\Bellsprout_49.png,Bellsprout,0
Bellsprout\Bellsprout_50.png,Bellsprout,0
Bellsprout\Bellsprout_51.png,Bellsprout,0
Bellsprout\Bellsprout_52.png,Bellsprout,0
Bellsprout\Bellsprout_53.png,Bellsprout,0
Bellsprout\Bellsprout_54.png,Bellsprout,0
Bellsprout\Bellsprout_55.png,Bellsprout,0
Bellsprout\Bellsprout_56.png,Bellsprout,0
Bellsprout\Bellsprout_57.png,Bellsprout,0
Bellsprout\Bellsprout_58.png,Bellsprout,0
Bellsprout\Bellsprout_59.png,Bellsprout,0
Bellsprout\Bellsprout_60.png,Bellsprout,0
Bellsprout\Bellsprout_61.png,Bellsprout,0
Bellsprout\Bellsprout_62.png,Bellsprout,0
Bellsprout\Bellsprout_63.png,Bellsprout,0
Bellsprout\Bellsprout_64.png,Bellsprout,0
Bellsprout\Bellsprout_65.png,Bellsprout,0
Bellsprout\Bellsprout_66.png,Bellsprout,0
Bellsprout\Bellsprout_67.png,Bellsprout,0
Bellsprout\Bellsprout_68.png,Bellsprout,0
Bellsprout\Bellsprout_69.png,Bellsprout,0
Bellsprout_Shiny\Bellsprout_Shiny_0.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_1.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_2.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_3.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_4.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_5.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_6.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_7.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_8.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_9.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_10.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_11.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_12.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_13.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_14.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_15.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_16.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_17.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_18.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_19.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_20.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_21.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_22.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_23.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_24.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_25.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_26.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_27.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_28.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_29.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_30.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_31.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_32.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_33.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_34.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_35.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_36.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_37.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_38.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_39.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_40.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_41.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_42.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_43.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_44.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_45.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_46.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_47.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_48.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_49.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_50.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_51.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_52.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_53.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_54.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_55.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_56.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_57.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_58.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_59.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_60.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_61.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_62.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_63.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_64.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_65.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_66.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_67.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_68.png,Bellsprout,1
Bellsprout_Shiny\Bellsprout_Shiny_69.png,Bellsprout,1
Caterpie\Caterpie_0.png,Caterpie,0
Caterpie\Caterpie_1.png,Caterpie,0
Caterpie\Caterpie_2.png,Caterpie,0
Caterpie\Caterpie_3.png,Caterpie,0
Caterpie\Caterpie_4.png,Caterpie,0
Caterpie\Caterpie_5.png,Caterpie,0
Caterpie\Caterpie_6.png,Caterpie,0
Caterpie\Caterpie_7.png,Caterpie,0
Caterpie\Caterpie_8.png,Caterpie,0
Caterpie\Caterpie_9.png,Caterpie,0
Caterpie\Caterpie_10.png,Caterpie,0
Caterpie\Caterpie_11.png,Caterpie,0
Caterpie\Caterpie_12.png,Caterpie,0
Caterpie\Caterpie_13.png,Caterpie,0
Caterpie\Caterpie_14.png,Caterpie,0
Caterpie\Caterpie_15.png,Caterpie,0
Caterpie\Caterpie_16.png,Caterpie,0
Caterpie\Caterpie_17.png,Caterpie,0
Caterpie\Caterpie_18.png,Caterpie,0
Caterpie\Caterpie_19.png,Caterpie,0
Caterpie\Caterpie_20.png,Caterpie,0
Caterpie\Caterpie_21.png,Caterpie,0
Caterpie\Caterpie_22.png,Caterpie,0
Caterpie\Caterpie_23.png,Caterpie,0
Caterpie\Caterpie_24.png,Caterpie,0
Caterpie\Caterpie_25.png,Caterpie,0
Caterpie\Caterpie_26.png,Caterpie,0
Caterpie\Caterpie_27.png,Caterpie,0
Caterpie\Caterpie_28.png,Caterpie,0
Caterpie\Caterpie_29.png,Caterpie,0
Caterpie\Caterpie_30.png,Caterpie,0
Caterpie\Caterpie_31.png,Caterpie,0
Caterpie\Caterpie_32.png,Caterpie,0
Caterpie\Caterpie_33.png,Caterpie,0
Caterpie\Caterpie_34.png,Caterpie,0
Caterpie\Caterpie_35.png,Caterpie,0
Caterpie\Caterpie_36.png,Caterpie,0
Caterpie\Caterpie_37.png,Caterpie,0
Caterpie\Caterpie_38.png,Caterpie,0
Caterpie\Caterpie_39.png,Caterpie,0
Caterpie\Caterpie_40.png,Caterpie,0
Caterpie\Caterpie_41.png,Caterpie,0
Caterpie\Caterpie_42.png,Caterpie,0
Caterpie\Caterpie_43.png,Caterpie,0
Caterpie\Caterpie_44.png,Caterpie,0
Caterpie\Caterpie_45.png,Caterpie,0
Caterpie\Caterpie_46.png,Caterpie,0
Caterpie\Caterpie_47.png,Caterpie,0
Caterpie\Caterpie_48.png,Caterpie,0
Caterpie\Caterpie_49.png,Caterpie,0
Caterpie\Caterpie_50.png,Caterpie,0
Caterpie\Caterpie_51.png,Caterpie,0
Caterpie\Caterpie_52.png,Caterpie,0
Caterpie\Caterpie_53.png,Caterpie,0
Caterpie\Caterpie_54.png,Caterpie,0
Caterpie\Caterpie_55.png,Caterpie,0
Caterpie\Caterpie_56.png,Caterpie,0
Caterpie\Caterpie_57.png,Caterpie,0
Caterpie\Caterpie_58.png,Caterpie,0
Caterpie\Caterpie_59.png,Caterpie,0
Caterpie\Caterpie_60.png,Caterpie,0
Caterpie\Caterpie_61.png,Caterpie,0
Caterpie\Caterpie_62.png,Caterpie,0
Caterpie\Caterpie_63.png,Caterpie,0
Caterpie\Caterpie_64.png,Caterpie,0
Caterpie\Caterpie_65.png,Caterpie,0
Caterpie\Caterpie_66.png,Caterpie,0
Caterpie\Caterpie_67.png,Caterpie,0
Caterpie\Caterpie_68.png,Caterpie,0
Caterpie\Caterpie_69.png,Caterpie,0
Caterpie_Shiny\Caterpie_Shiny_0.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_1.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_2.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_3.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_4.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_5.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_6.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_7.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_8.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_9.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_10.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_11.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_12.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_13.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_14.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_15.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_16.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_17.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_18.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_19.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_20.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_21.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_22.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_23.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_24.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_25.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_26.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_27.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_28.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_29.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_30.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_31.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_32.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_33.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_34.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_35.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_36.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_37.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_38.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_39.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_40.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_41.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_42.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_43.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_44.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_45.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_46.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_47.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_48.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_49.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_50.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_51.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_52.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_53.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_54.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_55.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_56.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_57.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_58.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_59.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_60.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_61.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_62.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_63.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_64.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_65.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_66.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_67.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_68.png,Caterpie,1
Caterpie_Shiny\Caterpie_Shiny_69.png,Caterpie,1
Clefairy\Clefairy_0.png,Clefairy,0
Clefairy\Clefairy_1.png,Clefairy,0
Clefairy\Clefairy_2.png,Clefairy,0
Clefairy\Clefairy_3.png,Clefairy,0
Clefairy\Clefairy_4.png,Clefairy,0
Clefairy\Clefairy_5.png,Clefairy,0
Clefairy\Clefairy_6.png,Clefairy,0
Clefairy\Clefairy_7.png,Clefairy,0
Clefairy\Clefairy_8.png,Clefairy,0
Clefairy\Clefairy_9.png,Clefairy,0
Clefairy\Clefairy_10.png,Clefairy,0
Clefairy\Clefairy_11.png,Clefairy,0
Clefairy\Clefairy_12.png,Clefairy,0
Clefairy\Clefairy_13.png,Clefairy,0
Clefairy\Clefairy_14.png,Clefairy,0
Clefairy\Clefairy_15.png,Clefairy,0
Clefairy\Clefairy_16.png,Clefairy,0
Clefairy\Clefairy_17.png,Clefairy,0
Clefairy\Clefairy_18.png,Clefairy,0
Clefairy\Clefairy_19.png,Clefairy,0
Clefairy\Clefairy_20.png,Clefairy,0
Clefairy\Clefairy_21.png,Clefairy,0
Clefairy\Clefairy_22.png,Clefairy,0
Clefairy\Clefairy_23.png,Clefairy,0
Clefairy\Clefairy_24.png,Clefairy,0
Clefairy\Clefairy_25.png,Clefairy,0
Clefairy\Clefairy_26.png,Clefairy,0
Clefairy\Clefairy_27.png,Clefairy,0
Clefairy\Clefairy_28.png,Clefairy,0
Clefairy\Clefairy_29.png,Clefairy,0
Clefairy\Clefairy_30.png,Clefairy,0
Clefairy\Clefairy_31.png,Clefairy,0
Clefairy\Clefairy_32.png,Clefairy,0
Clefairy\Clefairy_33.png,Clefairy,0
Clefairy\Clefairy_34.png,Clefairy,0
Clefairy\Clefairy_35.png,Clefairy,0
Clefairy\Clefairy_36.png,Clefairy,0
Clefairy\Clefairy_37.png,Clefairy,0
Clefairy\Clefairy_38.png,Clefairy,0
Clefairy\Clefairy_39.png,Clefairy,0
Clefairy\Clefairy_40.png,Clefairy,0
Clefairy\Clefairy_41.png,Clefairy,0
Clefairy\Clefairy_42.png,Clefairy,0
Clefairy\Clefairy_43.png,Clefairy,0
Clefairy\Clefairy_44.png,Clefairy,0
Clefairy\Clefairy_45.png,Clefairy,0
Clefairy\Clefairy_46.png,Clefairy,0
Clefairy\Clefairy_47.png,Clefairy,0
Clefairy\Clefairy_48.png,Clefairy,0
Clefairy\Clefairy_49.png,Clefairy,0
Clefairy\Clefairy_50.png,Clefairy,0
Clefairy\Clefairy_51.png,Clefairy,0
Clefairy\Clefairy_52.png,Clefairy,0
Clefairy\Clefairy_53.png,Clefairy,0
Clefairy\Clefairy_54.png,Clefairy,0
Clefairy\Clefairy_55.png,Clefairy,0
Clefairy\Clefairy_56.png,Clefairy,0
Clefairy\Clefairy_57.png,Clefairy,0
Clefairy\Clefairy_58.png,Clefairy,0
Clefairy\Clefairy_59.png,Clefairy,0
Clefairy\Clefairy_60.png,Clefairy,0
Clefairy\Clefairy_61.png,Clefairy,0
Clefairy\Clefairy_62.png,Clefairy,0
Clefairy\Clefairy_63.png,Clefairy,0
Clefairy\Clefairy_64.png,Clefairy,0
Clefairy\Clefairy_65.png,Clefairy,0
Clefairy\Clefairy_66.png,Clefairy,0
Clefairy\Clefairy_67.png,Clefairy,0
Clefairy\Clefairy_68.png,Clefairy,0
Clefairy\Clefairy_69.png,Clefairy,0
Clefairy_Shiny\Clefairy_Shiny_0.png,Clefairy,1
Clefairy_Shiny\Clefairy_Shiny_1.png,Clefairy,1
Clefairy_Shiny\Clefairy_Shiny_2.png,Clefairy,1
Clefairy_Shiny\Clefairy_Shiny_3.png,Clefairy,1
Clefairy_Shiny\Clefairy_Shiny_4.png,Clefairy,1
Clefairy_Shiny\Clefairy_Shiny_5.png,Clefairy,1
Clefairy_Shiny\Clefairy_Shiny_6.png,Clefairy,1
Clefairy_Shiny\Clefairy_Shiny_7.png,Clefairy,1
Clefairy_Shiny\Clefairy_Shiny_8.png,Clefairy,1
Clefairy_Shiny\Clefairy_Shiny_9.png,Clefairy,1
Clefairy_Shiny\Clefairy_Shiny_10.png,Clefairy,1
Clefairy_Shiny\Clefairy_Shiny_11.png,Clefairy,1
Clefairy_Shiny\Clefairy_Shiny_12.png,Clefairy,1
Clefairy_Shiny\Clefairy_Shiny_13.png,Clefairy,1
Clefairy_Shiny\Clefairy_Shiny_14.png,Clefairy,1
